N,SDSS_NAME,RA,DEC,MagAve,Sigma
923,022608.28-002332.5,36.534515,-0.392376,20.01934240909091,0.9664144231590304
930,125058.11+570921.5,192.74206,57.156007,17.586275179292926,0.0705066849770284
935,014135.09+010116.3,25.39621,1.021202,21.2177298,1.07421142947368
937,164514.64+531001.8,251.311,53.167193,19.99120208045976,0.2705834876998088
938,125633.69+573846.0,194.14043,57.646197,19.909744962499992,0.2618819791978331
953,163826.43+304853.3,249.61014,30.814813,19.664298101492545,0.2981903035754863
954,112139.49+601009.0,170.41454,60.169277,20.265867976744182,0.2912166315813883
958,091454.59+191017.8,138.72746,19.171633,0.0,0.0
967,081505.42+005520.5,123.77261,0.922365,18.400169911949696,0.3300498184848962
974,093416.02+441353.4,143.5668,44.231501,17.96424457750757,0.0794376166148483
977,091126.91+543814.8,137.86215,54.63746,20.431365069767445,0.3049667752952045
981,223000.09+184347.2,337.50041,18.729789,18.06241677836412,0.1596802431848697
985,012849.97-031338.3,22.208246,-3.227317,19.959581297872344,0.404242192212735
989,125528.82+271329.9,193.87011,27.224985,19.44544394426231,0.2384231833968435
992,210001.24-071136.3,315.00519,-7.193428,15.401441689320398,0.0978795870912035
995,011642.53-071312.8,19.177228,-7.220237,19.19285444765343,0.2326204342560726
1004,134808.77+422250.5,207.03658,42.380714,19.86749090517242,0.3627079476138987
1006,104639.75+443924.1,161.66565,44.656721,19.204537790076344,0.3694973330109646
1015,012432.49+200242.6,21.135404,20.045172,20.00128661538461,0.2597444864905239
1032,121930.99+535836.4,184.87913,53.976868,20.73406273333333,0.286225442186663
1039,123851.36+475731.0,189.71402,47.95863,20.028384522388063,0.4283369184697105
1050,153814.65+221730.3,234.56108,22.291774,19.93991578174603,0.2804434845923403
1054,090324.75+424912.5,135.85314,42.820161,0.0,0.0
1055,220846.33+240844.7,332.19305,24.145753,20.182694063829786,0.3759662411722653
1056,215647.11+191529.8,329.19632,19.258299,19.374333017094003,0.1970928051862499
1060,223847.39-002106.9,339.69747,-0.351926,20.16888190000001,0.3989442706767268
1061,002307.69-040730.3,5.782065,-4.125111,18.72437161632654,0.1432661044875978
1068,144328.51+103826.8,220.86879,10.640809,19.442640251612904,0.2449173988927909
1071,015413.51+042059.0,28.556319,4.349741,18.51606313981764,0.4368552013888332
1082,163248.20+495150.4,248.20086,49.864026,19.562860193877544,0.1447212737888577
1085,101247.08+134503.8,153.19621,13.751084,20.06675951030928,0.3224396530245086
1090,100336.25+220800.8,150.90105,22.133568,20.36544779674796,0.5609636187420227
1095,232809.33+243456.3,352.03889,24.58232,18.865335835403727,0.1460581244909966
1100,012658.38-033205.8,21.743261,-3.534945,19.578637214574886,0.3095487141683335
1101,231100.18+011211.9,347.75076,1.203304,15.919088765237024,0.0
1104,084116.50+562715.0,130.31873,56.454276,19.81521394520548,0.237326335749959
1105,090825.07+014227.7,137.10446,1.707702,18.231371981182797,0.1496521384620723
1107,080703.19+424620.1,121.76332,42.772281,18.86734635789474,0.1571351450077174
1109,143745.49+495050.3,219.43958,49.847337,18.9343602337278,0.2419228763118071
1114,082418.87+341656.9,126.07864,34.282487,20.5770695625,0.340467781649041
1116,015646.33+115644.3,29.193047,11.945665,17.99578575254239,0.0774964064588458
1139,000300.02+022852.0,0.750113,2.481118,18.57472939130435,0.2391709304977238
1143,020901.44+012356.9,32.256007,1.399155,19.067283144444445,0.3530965958921078
1147,020718.38+210429.9,31.826586,21.074985,19.51605732738097,0.2146279326837301
1148,133928.78+450634.6,204.86995,45.109634,20.42871409090909,0.3094853976539224
1150,084302.03+485710.8,130.7585,48.953022,18.52110880859376,0.2253446848671801
1158,011046.83-043803.3,17.695134,-4.634255,18.298038108771923,0.1168015746577817
1160,221250.45+201846.7,333.21025,20.312984,18.679546625999983,0.4024886975539318
1161,133225.24+342419.1,203.1052,34.405311,19.4100716059322,0.300699910911699
1163,013614.30+262709.2,24.059623,26.452571,19.485615944785263,0.2737599036624431
1167,092101.37+523524.7,140.25573,52.590317,19.145425974468083,0.178924769376151
1170,103334.68+495047.7,158.3945,49.846703,20.41589154347826,0.4096905879080479
1171,123633.74+655837.5,189.14058,65.977173,19.763144679245283,0.4037212464777759
1173,121214.69+043407.6,183.06124,4.568797,19.467702976063816,0.3327347748051136
1174,113020.40+422204.2,172.58501,42.367845,18.14003762857144,0.2547434900611102
1178,094706.42+083421.3,146.77678,8.572605,17.439819637499994,0.1882748342327323
1180,002422.07+221932.6,6.091984,22.325736,20.109960983870963,0.2851184837133967
1181,092450.30+231749.8,141.20959,23.297183,18.3591081541502,0.1906370836060036
1182,084129.37+555946.8,130.37232,55.99645,0.0,0.0
1184,003844.41+275347.5,9.685071,27.896551,18.551867033434643,0.1386841052765137
1194,110156.43+442424.8,165.48515,44.406912,20.344466333333337,0.4539444798265186
1196,133953.90+461731.0,204.97459,46.291952,19.91297456896552,0.5239609530097227
1198,141757.98+463042.5,214.49161,46.511816,19.907402203125,0.3237631008098196
1199,082253.89+420720.1,125.72455,42.122254,19.2707980406504,0.1777015623464245
1204,015225.11+222815.6,28.104661,22.471011,0.0,0.0
1217,083118.03+395053.7,127.82513,39.848271,18.9967048658892,0.2751845477260586
1218,121103.92+123406.1,182.76634,12.568381,16.897183586288413,0.0
1219,132008.67+413820.7,200.03613,41.639096,19.779955200495067,0.3871851684634342
1220,090449.96+495136.4,136.20814,49.860216,20.490160380952386,0.1575957993540997
1225,082202.44+264642.2,125.51019,26.778393,19.40237107751939,0.1946552371778107
1226,144033.18+374409.4,220.13828,37.735947,17.42940904803493,0.0814402515418091
1228,005537.20+053449.8,13.905006,5.580525,19.476026402390406,0.2890048550376422
1234,153134.71+043842.3,232.89466,4.645106,19.87441874609375,0.2798187876026664
1237,160855.86+111725.0,242.23278,11.290299,19.77940310447761,0.420360062892202
1239,014113.52-012304.2,25.306344,-1.384515,19.13577371104816,0.3055170132471959
1242,000612.11+075843.7,1.550469,7.978802,19.41031030029155,0.2613054695371564
1246,100806.71+452858.6,152.02797,45.482945,19.472675472644383,0.3893826450216613
1262,153416.37+232629.9,233.56822,23.441644,19.40751070623145,0.2203733473687195
1263,094007.61+513034.1,145.03171,51.509479,18.93761280952381,0.2789971852262515
1265,011717.47+023943.7,19.322809,2.662142,18.85816216358024,0.1960932115641959
1267,003941.14+002220.2,9.921443,0.372304,20.34807024074074,0.289501723867084
1268,121858.07+360151.5,184.742,36.030989,20.757802509090904,0.2116179157599151
1270,133431.74-031546.1,203.63228,-3.262828,19.413842964467012,0.3908019958707544
1278,102720.21+301719.2,156.83421,30.288679,19.91530542727274,0.283938668458384
1280,120000.15+650740.3,180.00063,65.127885,0.0,0.0
1287,091854.50+485345.4,139.7271,48.896026,19.831659530232557,0.2102820894288811
1297,163438.75+560353.2,248.6615,56.064841,19.9988660877193,0.4134370076174103
1298,012249.30+250410.5,20.705421,25.069604,20.235805888,0.2588970479645873
1310,235341.04+251407.3,358.42103,25.235381,19.16932722310757,0.3186165784370648
1311,130424.01+344903.2,196.10006,34.817569,19.2403885652174,0.2039079183665743
1318,075723.46+254318.2,119.34778,25.721732,19.75141695116774,0.3710952064933865
1321,110341.32+245355.5,165.92218,24.898773,19.2432390518868,0.232652908706569
1331,133739.83+393254.7,204.41599,39.548542,20.256050577464787,0.3920350001011847
1350,121334.23+521452.0,183.39261,52.247903,20.28062098876405,0.2962528279145166
1356,214642.51+262046.7,326.67713,26.346317,19.947470848484844,0.4093253979445537
1360,230710.86+105327.4,346.79528,10.890974,18.32967157181572,0.1617643813642584
1366,134701.56+640504.6,206.75649,64.084695,19.53067680821918,0.2624233797011071
1375,145448.13+602924.1,223.70059,60.490121,0.0,0.0
1379,104231.12+221300.4,160.62967,22.216807,17.78910823899372,0.181937182403763
1381,225551.03+184922.3,343.96265,18.822868,18.55348277650428,0.1731676501593943
1390,002537.74+181006.3,6.407272,18.168435,19.80445264897959,0.4263400728737377
1391,160937.93+551039.7,242.40815,55.177757,18.58995443243242,0.0
1399,025244.18-014953.0,43.184118,-1.831401,20.49582463793104,0.2469973651912134
1404,085606.39+391339.0,134.02663,39.227524,19.72083474444444,0.2822849655794026
1409,125932.26+413913.1,194.88444,41.653647,20.68658725757576,0.2361197854696184
1412,082038.17+383417.1,125.15905,38.571422,19.656010316384183,0.3444444932787611
1415,013022.89+120724.0,22.595397,12.123352,18.95742417866004,0.3401482152406666
1424,121903.69+053317.8,184.76539,5.554957,19.30578924626865,0.258713991050109
1438,014743.80+242435.0,26.932516,24.409748,0.0,0.0
1439,103853.09+203447.7,159.72124,20.579944,19.467384165137616,0.2299534578702003
1441,092906.43+553631.9,142.27683,55.608862,19.667528227758,0.2721650242849678
1443,040907.29-043235.2,62.2804,-4.543133,19.669674196491226,0.4096530355724782
1448,114240.93+601550.4,175.6706,60.264052,17.82652171794871,0.1296237242531345
1449,213247.67+042751.9,323.19864,4.46444,19.585905804878053,0.3235565569479944
1454,000947.23+095111.5,2.446821,9.853198,19.44209561702127,0.3479399808203541
1461,141058.00+484455.6,212.74171,48.748824,18.845534306451626,0.3984467182229376
1462,100102.13+505826.7,150.25891,50.97419,19.605821608040205,0.4496375191165107
1468,120749.38+323007.6,181.95576,32.502128,19.91050921551724,0.2674781726443958
1470,101240.96+483259.3,153.17068,48.549825,19.254366856287422,0.3432530216124238
1476,140553.95+632047.2,211.47475,63.346502,19.497265261538463,0.2619338815479535
1479,154251.47+324824.5,235.71448,32.806819,17.603493194202905,0.1037908118669456
1480,151214.59+154849.8,228.06083,15.813854,19.839292072243357,0.2755715760452774
1486,074649.95+330116.5,116.70816,33.021272,19.522571231143573,0.2293065259674334
1490,222749.69+190718.1,336.95708,19.12172,18.397358562500003,0.6675220904253105
1491,001028.93+204348.5,2.620547,20.730156,18.61439457677902,0.4057968232494589
1508,161218.79+203722.5,243.07832,20.622927,19.35184598466257,0.2668552644414487
1511,150309.40+513146.7,225.78919,51.529688,18.943165640522885,0.1579057534053936
1514,135655.61+162143.4,209.23174,16.362067,19.59780544604318,0.3277686155372611
1530,011656.63+183701.4,19.235976,18.617075,20.2166315,0.8075004212990717
1543,001902.52+040038.8,4.76052,4.010792,17.899221356981993,0.0964042651190593
1550,074026.41+365534.4,115.11006,36.926226,0.0,0.0
1558,081602.73+513535.4,124.01133,51.593227,18.295872269230763,0.2683693383153069
1559,111706.87+605719.2,169.27865,60.955438,19.994908459770112,0.3848936971308864
1567,133201.50+392931.2,203.00627,39.492014,19.325474374999988,0.4355949355750446
1574,020337.80+044938.0,30.907522,4.827245,18.414849935251794,0.1007939770423621
1575,141118.57+415133.3,212.82741,41.85927,19.391882955947136,0.2465890574183005
1577,005027.00-034216.7,12.612527,-3.704641,19.227647291666656,0.3273449612306739
1578,002745.66+020844.4,6.94027,2.145671,0.0,0.0
1588,004445.14+174250.6,11.188121,17.714071,0.0,0.0
1589,152727.21+020903.9,231.86337,2.15111,17.233082185792348,0.0
1596,221238.52+254913.7,333.16051,25.820486,19.47884223489933,0.2033310215946281
1614,003047.47+064743.0,7.697811,6.795289,19.008588511221948,0.2524917230925007
1615,224454.74+210807.0,341.2281,21.13529,0.0,0.0
1619,093244.38+500938.3,143.18485,50.160733,17.973446380000002,1.027349359790397
1620,022340.78-042255.6,35.919922,-4.382121,0.0,0.0
1621,105959.15+322447.1,164.99647,32.413103,20.10570496875,0.3355902723933949
1626,141319.83+513718.1,213.33263,51.621704,18.63411578306878,0.2889712704055152
1628,014728.86+263132.8,26.870261,26.525796,20.304760252032526,0.3398139443111312
1633,161833.35+465037.1,244.63898,46.84366,17.56238014903846,0.0922573776617161
1637,104305.37+491550.1,160.77241,49.263923,18.901486644444443,0.162223481801697
1647,152457.07+161205.9,231.2378,16.201644,19.21621922666668,0.2612316460781029
1648,212110.27-032639.8,320.29283,-3.444393,18.591629853828312,0.1628143571729755
1650,115450.66+254352.9,178.71111,25.731371,19.2042875854342,0.1972710370808798
1656,023035.85+032800.6,37.6494,3.466851,18.3405642744361,0.1541034050778938
1658,231127.15+201414.4,347.86316,20.237342,19.639033968888874,0.4702029298833895
1662,150631.24+550354.0,226.63022,55.065072,20.170374236363635,0.2513832334253109
1671,151827.90+421206.2,229.61628,42.201739,20.49125077777778,0.4880587047026204
1672,172809.56+371659.8,262.03985,37.283304,19.11345732919256,0.3565171879886099
1675,125243.04+405529.6,193.17933,40.924905,19.658747449781654,0.2673385391887029
1677,001017.62-042335.0,2.573458,-4.393072,18.313949873417727,0.1769638642609369
1703,003755.41+312040.5,9.480903,31.344587,18.349735458677674,0.2478514601986746
1705,005518.17+072452.6,13.82573,7.414624,19.738144668316835,0.2974138473409074
1706,011526.40+235333.1,18.860022,23.892537,18.9684642347826,0.2000088923914914
1707,102230.28+454016.4,155.62617,45.671228,19.15499712601626,0.2285662619368308
1712,132122.55+415639.0,200.34399,41.944193,18.697695490347503,0.4391839686834212
1714,101947.22+055518.2,154.94676,5.921728,18.50147863615562,0.3528418463522816
1715,115732.88+540041.2,179.38693,54.011508,18.61886853913043,0.293588898874294
1721,001548.95-045622.3,3.953966,-4.939544,19.05081332967032,0.1770455585047403
1731,133343.35+161414.1,203.43063,16.237241,17.715683126436765,0.0549070095631634
1732,235656.63+262748.2,359.236,26.463414,19.93959372611466,0.3302256553815721
1754,130924.32+531327.4,197.35134,53.224294,19.92680710958903,0.3610544443693414
1755,081242.11+285504.9,123.17546,28.918052,18.5023479076479,0.4993035179128082
1757,020048.36-021751.2,30.201517,-2.297561,18.52728470344826,0.0
1772,141634.36+515849.2,214.14319,51.980358,18.93770951162791,0.2395031816216918
1775,001136.42+190724.4,2.901768,19.123457,18.182095263940525,0.1409342618174888
1782,163232.75+352127.7,248.13648,35.357717,19.225817574712654,0.342111026513251
1784,103605.30+061337.7,159.02209,6.227165,19.076757054229915,0.2307320103220325
1785,022459.10-030015.8,36.246257,-3.004396,19.42775015730337,0.312088424120435
1787,012343.04+261522.4,20.929355,26.256224,18.566479003205124,0.1804635846095172
1788,000146.18-015933.5,0.442417,-1.992644,18.36271193181818,0.0915473715101454
1795,234953.36-015309.5,357.47234,-1.885988,19.733543931645578,0.4568178850786349
1802,165539.83+291114.8,253.91596,29.187449,18.82026468209876,0.3269571514158565
1803,113958.11+584248.5,174.99209,58.713532,19.651318010752696,0.3197730820154256
1806,000627.18+203719.5,1.613282,20.622091,20.026402435294123,0.3647915851302642
1808,154053.10+460854.6,235.22127,46.148509,19.90484565730337,0.268311221259363
1809,003859.67-034000.7,9.748644,-3.666881,19.414166873873864,0.4075942208138519
1812,101914.09+243343.5,154.80874,24.562094,19.14611303333332,0.223056887108136
1813,140003.07+391055.2,210.01285,39.181999,18.788858822580643,0.2762318270953828
1820,234747.05+011859.8,356.94605,1.316615,19.97758908015265,0.3168102301913565
1830,021138.71+261041.1,32.911314,26.178098,19.1311940152439,0.2576867598406824
1831,235321.81-011528.1,358.34089,-1.257806,16.43812913333332,0.1030714484596047
1832,213421.38-030501.5,323.58912,-3.083757,19.475801914498128,0.3852297755843952
1834,090624.91+530851.1,136.6038,53.147613,0.0,0.0
1839,080914.89+463938.8,122.31205,46.66078,17.188144075301203,0.1790604292712932
1840,222727.60+182338.1,336.86503,18.393934,18.559398013333325,0.1458657771165934
1844,010800.05+064918.7,17.000231,6.821887,19.70189998752228,0.4652129601697197
1848,000725.50+220634.2,1.856274,22.109526,20.38895532352941,0.3526919991336792
1852,081412.00+454429.3,123.55002,45.741485,0.0,0.0
1853,021755.78+063300.0,34.482429,6.550012,18.346725112759646,0.0328876653164337
1862,215010.20+225032.9,327.54251,22.842489,18.749712073446325,0.1373697375861853
1863,103327.71+323646.1,158.36549,32.612825,19.63857490555555,0.2929421177762525
1868,025405.09-043716.2,43.521249,-4.621175,18.24243393898305,0.0945605294205006
1873,103859.09+374721.6,159.74622,37.78934,0.0,0.0
1878,221551.45+203237.9,333.96441,20.543862,0.0,0.0
1883,023152.45-034447.4,37.968546,-3.746509,17.779786301369864,0.0965522014008022
1891,125050.32+312553.7,192.70967,31.431585,17.61985035806453,0.1002802380221291
1900,014222.93-002719.7,25.595581,-0.455497,0.0,0.0
1904,144800.50+582019.0,222.002,58.338719,0.0,0.0
1907,090053.24+400522.4,135.22186,40.089573,19.30854573550725,0.2412897810048546
1911,085658.31+465815.5,134.243,46.970983,19.919088054945053,0.2379062632898876
1912,235359.03+254515.3,358.49599,25.75427,20.38491431506849,0.4178890193720152
1921,142315.29+411325.6,215.81372,41.223829,19.94119848051947,0.3888848426981285
1928,002137.60+274242.0,5.406695,27.71167,18.435645881188123,0.1892131450959946
1932,134719.40+590232.7,206.83086,59.042449,15.60097092920354,0.0961580001562069
1944,234502.61+325624.7,356.26088,32.940201,19.46395293392072,0.468849219764532
1950,114045.83+221732.7,175.19099,22.292419,20.153259381818184,0.2970958756001143
1955,083136.93+485827.5,127.90391,48.974318,20.15315081300813,0.2707186828457634
1967,000050.02+092321.9,0.20843,9.389433,18.26393663109755,0.2367243730081951
1968,100511.14+474807.1,151.29645,47.801984,19.8002880326087,0.237741070029889
1972,082203.39+404442.3,125.51416,40.7451,20.38312603333333,0.4174597636771801
1978,101830.20+521000.6,154.62582,52.166951,19.27224317894737,0.2326405214165837
1981,113626.47+203935.3,174.11031,20.659816,19.856687304195805,0.4302733474214951
1997,081735.07+223717.7,124.39615,22.621597,17.367546245749626,0.0970819369260869
2005,014022.68+075357.0,25.094538,7.899176,18.7623491554054,0.1922578995031262
2008,091458.99+451826.3,138.74582,45.307314,19.9417186390244,0.3378420420376237
2011,000404.07+201556.6,1.016982,20.265726,19.93936503529412,0.5576441882166088
2013,110504.80+204947.9,166.27003,20.829988,19.801340385756674,0.2629002223760797
2014,145836.35+502132.6,224.65148,50.359071,19.531462293333337,0.3816136706124224
2019,083417.06+440203.5,128.57111,44.034327,20.340931945454543,0.4441695851049849
2021,022242.15-080600.3,35.675653,-8.100086,19.93507410447761,0.4318997694362497
2025,075421.46+150856.9,118.58943,15.149164,20.18395829411765,0.390959742896876
2026,130529.39+583522.8,196.37246,58.589757,19.96404651515152,0.2908033295394301
2030,010307.65+250352.0,15.781912,25.064467,18.524242968481364,0.1470775607895026
2042,094447.01+482646.7,146.19588,48.446449,19.392635394495414,0.2144024460927256
2057,145344.76+505329.8,223.43652,50.891638,0.0,0.0
2062,013326.95+254024.6,23.362312,25.673512,18.43379704093567,0.1171041975174421
2072,140951.70+384029.3,212.46542,38.674822,19.28923130044842,0.266586108738701
2076,233116.87+203032.5,352.82031,20.509037,18.695692293577977,0.2005383147598307
2084,221756.92+010119.4,334.48719,1.022083,17.952950438320205,0.0339403320926611
2093,101702.11+353405.4,154.2588,35.568193,17.754863653409092,0.0489453611182505
2094,004846.72+183824.1,12.194669,18.640048,17.256299351791522,0.6112105880951397
2099,011907.69+204412.2,19.782059,20.736723,19.14047848595505,0.2374406192227399
2111,142434.80+473203.9,216.14503,47.534435,0.0,0.0
2128,130052.48+473108.5,195.21868,47.519049,19.94537437301587,0.3166975354891791
2135,093852.71+551352.7,144.71965,55.231323,20.88086238461539,0.0
2141,111713.57+243840.0,169.30656,24.644454,19.13489524876848,0.1801161309602799
2143,003851.08-031411.6,9.712848,-3.236561,19.721558547169817,0.2540450899307797
2148,142435.56+592848.0,216.14815,59.480051,19.3928013373494,0.1359699420755188
2155,014629.61-041335.6,26.623391,-4.226583,19.557302310810805,0.3534644350711748
2158,141559.24+510410.0,213.99686,51.069504,19.869973575757584,0.1764748637972697
2165,090634.09+574439.1,136.64207,57.744212,20.231942225806453,0.2535804834254838
2168,093924.91+484449.0,144.85376,48.747079,0.0,0.0
2177,073808.38+442742.9,114.53492,44.46193,18.66829911793612,0.1585753242050488
2178,225619.91+210949.3,344.08297,21.1637,20.15083943790848,0.257660885359457
2179,014224.46+032625.1,25.60192,3.440323,20.104903895833345,0.287342656836214
2182,134747.19+403114.3,206.94666,40.520663,18.72044773191489,0.1987589963224619
2188,213534.73-031216.8,323.89472,-3.204679,0.0,0.0
2192,211521.18-005733.3,318.83825,-0.95927,20.094041787564763,0.3004818665535346
2193,142320.19+205044.6,215.83413,20.845722,20.25571629032258,0.3275810026277164
2211,003346.91+231419.9,8.445478,23.238874,17.727645769014085,0.0347732178194155
2218,225534.84+140504.0,343.89517,14.084475,20.171604915887848,0.2654196322348588
2225,011604.22+053009.5,19.017604,5.502663,18.35041199554565,0.2177368042765033
2232,091022.57+483231.0,137.59405,48.542052,19.109099573333346,0.2802385164049782
2233,224453.54+271000.9,341.22309,27.166938,20.136505833333334,0.3069678565416677
2236,230800.26+111715.6,347.00111,11.287679,19.36428608547009,0.2800316800476346
2242,115201.86+511540.6,178.00772,51.261369,19.70165247572816,0.2516106830423617
2244,210722.65+064647.2,316.84438,6.77979,18.21184555118109,0.197291210796671
2249,220803.15+065604.1,332.01314,6.934479,18.407347167173256,0.3542002283705041
2263,002249.47+163502.6,5.706158,16.584084,19.01334040909091,0.3097854146877141
2264,233651.33+230409.1,354.2139,23.069203,0.0,0.0
2269,095633.93+562216.0,149.14143,56.371137,17.17424094117648,0.0
2275,021142.69-041059.1,32.927886,-4.183098,20.01592050602411,0.4092965423911798
2277,132915.38+020140.5,202.31412,2.027922,20.492322878260868,0.3805173909761321
2278,011201.01+214503.4,18.004241,21.750969,19.74991946382979,0.354918799999149
2280,132416.78+464805.9,201.06994,46.801653,19.78451926551725,0.2203392308710803
2282,105451.62+553736.2,163.71516,55.626816,18.80939570422536,0.209675284846744
2285,233512.17+095238.8,353.80072,9.877459,18.67917782162162,0.1893799606961122
2286,144232.02+454435.6,220.63342,45.74324,19.725106986666677,0.1745489326837621
2287,225221.87+045207.1,343.09113,4.868656,19.56835514696483,0.5635565621645682
2291,102133.07+271513.3,155.3878,27.253695,20.185694869257947,0.3236051009004427
2298,152956.88+420516.8,232.487,42.088018,19.96515564814814,0.3576163548111811
2299,020938.65+032550.9,32.411059,3.430826,17.612963108247424,0.3064010873718452
2300,113245.50+431637.9,173.18961,43.277221,17.3320442132353,0.0510791265236513
2311,161606.79+442150.9,244.0283,44.36416,20.409505152941176,0.1298300019113773
2313,020458.66+032703.2,31.244431,3.450896,18.574898729549247,0.4845857239237562
2314,081733.09+484528.2,124.38788,48.757855,0.0,0.0
2317,102001.02+343433.5,155.00427,34.575983,20.601052783783786,0.155208776239395
2324,084651.22+181813.0,131.71344,18.303628,19.590519054524368,0.319633970393242
2343,120901.88+510759.4,182.25784,51.133169,19.97902481443299,0.4376116688293838
2354,081552.44+154309.7,123.96853,15.719369,17.906379256239603,0.683949041900495
2367,232405.85+164341.3,351.0244,16.728157,0.0,0.0
2373,091024.74+373210.2,137.60309,37.536193,19.863366944983845,0.2896471215118151
2376,093456.90+545621.1,143.73709,54.939219,0.0,0.0
2377,100327.49+263534.0,150.86458,26.5928,19.533360408653856,0.3512342762819941
2384,211616.47+023856.4,319.06863,2.649021,18.596540738425933,0.2127523671316518
2391,083034.47+493535.1,127.64363,49.593197,18.46248857358489,0.1183151564824668
2398,015744.15+291436.4,29.434002,29.243456,20.30729127272728,0.3312958886493855
2401,002333.58-024655.6,5.889952,-2.782121,18.66165675675676,0.0829333690233134
2402,022513.81+040723.7,36.307567,4.123272,19.67280088095237,0.3437992825188385
2413,024131.89-053139.6,40.382888,-5.527677,17.408803324503317,0.0
2415,010153.95+050622.4,15.474798,5.106234,20.261995603846145,0.3511329168432699
2419,112538.56+453829.5,171.41071,45.64154,19.72261794350281,0.2718994308300876
2423,092543.20+444955.5,141.43,44.832088,19.572243999999998,0.2577497196942944
2428,075828.99+420808.1,119.62081,42.135611,0.0,0.0
2453,001241.25+225219.6,3.171898,22.872125,20.08266683333333,0.5329627364594065
2458,114124.05+551550.9,175.35022,55.264254,20.056889203703708,0.3261871808975068
2466,003625.84+011258.4,9.107678,1.21623,19.934789332268352,0.3621503984336441
2471,152255.01+510822.9,230.72927,51.139726,18.9496393397436,0.3229169158998414
2486,153626.35+342219.4,234.10982,34.372076,20.74145946666666,0.0835978033783208
2489,235324.87+312633.4,358.35366,31.442634,0.0,0.0
2492,224914.03+251353.5,342.30848,25.231542,18.327058473895583,0.0979954003169527
2495,002125.18+231025.1,5.354948,23.173671,19.920191558620694,0.2583363650937193
2515,090712.21+091056.4,136.80089,9.182353,19.756614253164557,0.4541983616457378
2518,080121.75+424913.6,120.34064,42.820461,20.12279477514793,0.3586019083049017
2521,134922.40+560248.1,207.34338,56.046821,19.093747291262137,0.2358049254864809
2522,134014.81+375201.1,205.06173,37.866992,0.0,0.0
2536,220237.72+030647.5,330.65718,3.113202,19.97244503703704,0.31273610443801
2561,111322.53+441414.0,168.34389,44.23724,20.505000634920638,0.3114517860992182
2572,105700.61+535646.7,164.25255,53.946397,19.03467833333333,0.2713504861069739
2575,104109.06-031341.9,160.28775,-3.228319,19.657946619047618,0.4409981504734654
2581,155714.27+370555.4,239.30945,37.098748,20.07628685714286,0.3498203980553353
2583,011042.60+220223.7,17.677509,22.039923,19.39868008146069,0.3605609780559624
2586,025709.53+023913.3,44.289733,2.653699,19.273579167286243,0.4405353221315787
2622,105602.21+642117.7,164.00921,64.355014,19.854482062500004,0.3572696065903903
2627,151053.24+240943.3,227.72185,24.162033,19.79805320704846,0.351742100650132
2639,084938.53+180639.9,132.41057,18.111097,19.546885309985093,0.2775572945404244
2644,002727.80+280522.9,6.865874,28.089706,18.749015538216558,0.1220634163143637
2646,022135.37-040312.1,35.397382,-4.05338,20.23593805833333,0.283560460806706
2650,141528.04+441938.8,213.86685,44.327455,19.87723810975611,0.2690965204587633
2652,170550.47+344511.6,256.46029,34.753233,20.247473480000004,0.3295251807008743
2664,002007.96+240825.1,5.033178,24.140327,18.93629932801419,0.328194169094634
2665,165157.18+222129.1,252.98828,22.358092,19.683627205047312,0.2529259723944114
2669,222746.12+123534.0,336.94221,12.592802,19.316459533527706,0.2463173453153238
2670,115434.14+594839.9,178.64227,59.81109,19.15120590196078,0.2481000599329796
2674,013451.23+054727.4,23.713497,5.790962,18.76177123670213,0.189883928882423
